Beverage,Size,Beverage Category,Milk,Whip,Serving Size,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrates (g),Dietary Fiber (g),Sugar (g),Protein (g),Vitamin A (%DV),Vitamin C (%DV),Calcium (%DV),Iron (%DV),Caffeine (mg),hot_cold,Vegan
Latte Macchiato,Tall,Espresso,Whole,,354 mL,170,9.0,5.0,0.3,25,115,15,0,13,9.0,0.15,0.0,0.3,0.0,150.0,hot,Non Vegan
Latte Macchiato,Tall,Espresso,Soy,,354 mL,110,4.0,0.5,0.0,0,100,10,1,6,8.0,0.1,0.0,0.3,0.15,150.0,hot,Vegan
Latte Macchiato,Tall,Espresso,Coconut,,354 mL,100,6.0,6.0,0.0,0,110,11,0,9,1.0,0.0,0.0,0.0,0.0,150.0,hot,Vegan
Latte Macchiato,Grande,Espresso,Nonfat,,473 mL,130,0.3,0.2,0.0,5,150,19,0,17,12.0,0.2,0.0,0.4,0.0,225.0,hot,Non Vegan
Latte Macchiato,Grande,Espresso,Whole,,473 mL,190,7.0,4.5,0.3,30,160,19,0,17,12.0,0.2,0.02,0.4,0.0,225.0,hot,Non Vegan
Latte Macchiato,Grande,Espresso,Whole,,473 mL,220,11.0,6.0,0.3,35,150,19,0,17,12.0,0.15,0.0,0.35,0.0,225.0,hot,Non Vegan
Latte Macchiato,Grande,Espresso,Soy,,473 mL,140,5.0,0.5,0.0,0,125,13,1,8,10.0,0.15,0.0,0.4,0.15,225.0,hot,Vegan
Latte Macchiato,Grande,Espresso,Coconut,,473 mL,130,8.0,7.0,0.0,0,140,14,0,11,2.0,0.0,0.0,0.0,0.0,225.0,hot,Vegan
Latte Macchiato,Venti®,Espresso,Nonfat,,591 mL,170,0.4,0.3,0.0,10,190,25,0,23,16.0,0.3,0.0,0.5,0.0,225.0,hot,Non Vegan
Latte Macchiato,Venti®,Espresso,Whole,,591 mL,240,9.0,6.0,0.4,35,210,24,0,22,16.0,0.25,0.02,0.5,0.0,225.0,hot,Non Vegan
Latte Macchiato,Venti®,Espresso,Whole,,591 mL,290,15.0,8.0,0.4,45,200,24,0,22,15.0,0.2,0.0,0.45,0.0,225.0,hot,Non Vegan
Latte Macchiato,Venti®,Espresso,Soy,,591 mL,190,7.0,1.0,0.0,0,170,16,2,10,13.0,0.15,0.0,0.5,0.2,225.0,hot,Vegan
Latte Macchiato,Venti®,Espresso,Coconut,,591 mL,170,10.0,10.0,0.0,0,190,18,0,15,2.0,0.0,0.0,0.0,0.0,225.0,hot,Vegan
Skinny Cinnamon Dolce Latte,Short,Espresso,Nonfat,,236 mL,60,0.1,0.1,0.0,5,80,9,0,8,6.0,0.1,0.0,0.2,0.0,75.0,hot,Non Vegan
Skinny Cinnamon Dolce Latte,Tall,Espresso,Nonfat,,354 mL,100,0.2,0.1,0.0,5,125,14,0,13,9.0,0.15,0.0,0.3,0.0,75.0,hot,Non Vegan
Skinny Cinnamon Dolce Latte,Grande,Espresso,Nonfat,,473 mL,120,0.3,0.2,0.0,5,160,19,0,16,12.0,0.2,0.0,0.35,0.0,150.0,hot,Non Vegan
Skinny Cinnamon Dolce Latte,Venti®,Espresso,Nonfat,,591 mL,160,0.3,0.2,0.0,10,200,24,0,21,15.0,0.25,0.0,0.5,0.0,150.0,hot,Non Vegan
Iced Skinny Cinnamon Dolce Latte,Tall,Espresso,Nonfat,,354 mL,60,0.1,0.1,0.0,5,80,9,0,8,6.0,0.1,0.0,0.2,0.0,75.0,cold,Non Vegan
Iced Skinny Cinnamon Dolce Latte,Grande,Espresso,Nonfat,,473 mL,80,0.2,0.1,0.0,5,105,12,0,10,7.0,0.1,0.0,0.2,0.0,150.0,cold,Non Vegan
Iced Skinny Cinnamon Dolce Latte,Venti®,Espresso,Nonfat,,709 mL,110,0.2,0.2,0.0,5,140,17,0,14,10.0,0.15,0.0,0.3,0.0,225.0,cold,Non Vegan
Skinny Mocha,Short,Espresso,Nonfat,,236 mL,80,1.0,0.5,0.0,5,70,12,2,7,7.0,0.08,0.0,0.15,0.3,75.0,hot,Non Vegan
Skinny Mocha,Tall,Espresso,Nonfat,,354 mL,130,1.0,1.0,0.1,5,115,18,3,12,11.0,0.15,0.0,0.3,0.45,75.0,hot,Non Vegan
Skinny Mocha,Grande,Espresso,Nonfat,,473 mL,160,1.5,1.0,0.1,5,140,24,4,15,14.0,0.2,0.0,0.35,0.6,150.0,hot,Non Vegan
Skinny Mocha,Venti®,Espresso,Nonfat,,591 mL,210,2.0,1.5,0.1,10,190,30,5,19,18.0,0.25,0.0,0.45,0.7,150.0,hot,Non Vegan
Iced Skinny Mocha,Tall,Espresso,Nonfat,,354 mL,90,1.0,0.5,0.1,5,75,13,3,7,7.0,0.08,0.0,0.15,0.45,75.0,cold,Non Vegan
Iced Skinny Mocha,Grande,Espresso,Nonfat,,473 mL,120,1.5,1.0,0.1,5,95,17,4,8,9.0,0.1,0.0,0.2,0.6,150.0,cold,Non Vegan
Iced Skinny Mocha,Venti®,Espresso,Nonfat,,709 mL,170,2.5,1.5,0.1,5,130,25,6,11,13.0,0.15,0.0,0.3,0.9,225.0,cold,Non Vegan
Starbucks Doubleshot on Ice,Tall,Espresso,Nonfat,,354 mL,70,0.0,0.0,0.0,0,35,14,0,13,3.0,0.04,0.0,0.08,0.0,150.0,hot,Non Vegan
Starbucks Doubleshot on Ice,Tall,Espresso,Whole,,354 mL,80,1.0,1.0,0.1,5,35,14,0,13,3.0,0.04,0.0,0.08,0.0,150.0,hot,Non Vegan
Starbucks Doubleshot on Ice,Tall,Espresso,Whole,,354 mL,90,2.0,1.0,0.1,5,35,14,0,13,2.0,0.02,0.0,0.08,0.0,150.0,hot,Non Vegan
Starbucks Doubleshot on Ice,Tall,Espresso,Soy,,354 mL,70,1.0,0.1,0.0,0,30,13,0,11,2.0,0.02,0.0,0.08,0.04,150.0,hot,Vegan
Starbucks Doubleshot on Ice,Tall,Espresso,Coconut,,354 mL,70,1.5,1.5,0.0,0,30,13,0,12,1.0,0.0,0.0,0.0,0.0,150.0,hot,Vegan
Starbucks Doubleshot on Ice,Grande,Espresso,Nonfat,,473 mL,90,0.0,0.0,0.0,0,35,20,0,18,3.0,0.04,0.0,0.08,0.0,225.0,hot,Non Vegan
Starbucks Doubleshot on Ice,Grande,Espresso,Whole,,473 mL,100,1.0,1.0,0.1,5,40,20,0,18,3.0,0.04,0.0,0.08,0.0,225.0,hot,Non Vegan
Starbucks Doubleshot on Ice,Grande,Espresso,Whole,,473 mL,110,2.0,1.0,0.1,5,35,20,0,18,3.0,0.02,0.0,0.08,0.0,225.0,hot,Non Vegan
Starbucks Doubleshot on Ice,Grande,Espresso,Soy,,473 mL,100,1.0,0.1,0.0,0,35,19,0,16,3.0,0.02,0.0,0.08,0.04,225.0,hot,Vegan
Starbucks Doubleshot on Ice,Grande,Espresso,Coconut,,473 mL,90,1.5,1.5,0.0,0,35,19,0,17,1.0,0.0,0.0,0.02,0.0,225.0,hot,Vegan
Starbucks Doubleshot on Ice,Venti®,Espresso,Nonfat,,709 mL,150,0.1,0.1,0.0,0,50,33,0,29,4.0,0.06,0.0,0.1,0.0,375.0,hot,Non Vegan
Starbucks Doubleshot on Ice,Venti®,Espresso,Whole,,709 mL,170,2.0,1.0,0.1,5,55,33,0,29,4.0,0.06,0.0,0.1,0.0,375.0,hot,Non Vegan
Starbucks Doubleshot on Ice,Venti®,Espresso,Whole,,709 mL,180,3.0,1.5,0.1,10,50,33,0,29,4.0,0.04,0.0,0.1,0.0,375.0,hot,Non Vegan
Starbucks Doubleshot on Ice,Venti®,Espresso,Soy,,709 mL,160,1.5,0.2,0.0,0,45,31,0,27,4.0,0.04,0.0,0.1,0.04,375.0,hot,Vegan
Starbucks Doubleshot on Ice,Venti®,Espresso,Coconut,,709 mL,150,2.0,2.0,0.0,0,50,32,0,28,2.0,0.0,0.0,0.02,0.0,375.0,hot,Vegan
White Chocolate Mocha,Short,Espresso,Nonfat,No Whip,236 mL,180,3.0,2.5,0.0,5,115,30,0,29,7.0,0.08,0.0,0.2,0.0,75.0,hot,Non Vegan
White Chocolate Mocha,Short,Espresso,Nonfat,Whip,236 mL,230,8.0,6.0,0.2,25,120,32,0,30,7.0,0.15,0.0,0.25,0.0,75.0,hot,Non Vegan
White Chocolate Mocha,Short,Espresso,Whole,No Whip,236 mL,200,6.0,3.5,0.1,15,120,30,0,29,7.0,0.08,0.02,0.2,0.0,75.0,hot,Non Vegan
White Chocolate Mocha,Short,Espresso,Whole,Whip,236 mL,250,11.0,7.0,0.2,35,125,32,0,30,7.0,0.15,0.02,0.25,0.0,75.0,hot,Non Vegan
White Chocolate Mocha,Short,Espresso,Whole,No Whip,236 mL,210,8.0,5.0,0.1,15,115,30,0,29,7.0,0.06,0.0,0.2,0.0,75.0,hot,Non Vegan
White Chocolate Mocha,Short,Espresso,Whole,Whip,236 mL,270,13.0,8.0,0.3,35,120,32,0,30,7.0,0.15,0.0,0.2,0.0,75.0,hot,Non Vegan
White Chocolate Mocha,Short,Espresso,Soy,No Whip,236 mL,180,5.0,2.5,0.0,5,105,28,1,25,6.0,0.06,0.0,0.2,0.08,75.0,hot,Vegan
White Chocolate Mocha,Short,Espresso,Soy,Whip,236 mL,230,10.0,6.0,0.2,20,110,29,1,26,6.0,0.1,0.0,0.25,0.08,75.0,hot,Vegan
White Chocolate Mocha,Short,Espresso,Coconut,No Whip,236 mL,180,6.0,5.0,0.0,5,115,28,0,27,3.0,0.0,0.0,0.06,0.0,75.0,hot,Vegan
White Chocolate Mocha,Short,Espresso,Coconut,Whip,236 mL,230,11.0,9.0,0.2,20,120,30,0,28,3.0,0.06,0.0,0.08,0.0,75.0,hot,Vegan
White Chocolate Mocha,Tall,Espresso,Nonfat,No Whip,354 mL,270,4.5,3.5,0.0,10,180,46,0,45,11.0,0.15,0.02,0.35,0.0,75.0,hot,Non Vegan
White Chocolate Mocha,Tall,Espresso,Nonfat,Whip,354 mL,330,10.0,7.0,0.2,30,190,48,0,46,12.0,0.2,0.02,0.35,0.0,75.0,hot,Non Vegan
White Chocolate Mocha,Tall,Espresso,Whole,No Whip,354 mL,300,9.0,6.0,0.1,25,190,46,0,44,11.0,0.15,0.02,0.35,0.0,75.0,hot,Non Vegan
White Chocolate Mocha,Tall,Espresso,Whole,Whip,354 mL,370,15.0,10.0,0.3,45,200,47,0,46,11.0,0.2,0.02,0.35,0.0,75.0,hot,Non Vegan
White Chocolate Mocha,Tall,Espresso,Whole,No Whip,354 mL,330,12.0,8.0,0.2,30,180,46,0,44,11.0,0.1,0.02,0.35,0.0,75.0,hot,Non Vegan
White Chocolate Mocha,Tall,Espresso,Whole,Whip,354 mL,390,18.0,12.0,0.4,50,190,47,0,46,11.0,0.2,0.02,0.35,0.0,75.0,hot,Non Vegan
White Chocolate Mocha,Tall,Espresso,Soy,No Whip,354 mL,280,8.0,4.0,0.0,5,170,41,1,38,10.0,0.1,0.02,0.35,0.1,75.0,hot,Vegan
White Chocolate Mocha,Tall,Espresso,Soy,Whip,354 mL,340,14.0,8.0,0.2,25,170,43,1,40,10.0,0.15,0.02,0.35,0.1,75.0,hot,Vegan
White Chocolate Mocha,Tall,Espresso,Coconut,No Whip,354 mL,270,10.0,9.0,0.0,5,180,42,0,41,4.0,0.0,0.02,0.1,0.0,75.0,hot,Vegan
White Chocolate Mocha,Tall,Espresso,Coconut,Whip,354 mL,330,16.0,12.0,0.2,25,180,44,0,43,4.0,0.06,0.02,0.1,0.0,75.0,hot,Vegan
White Chocolate Mocha,Grande,Espresso,Nonfat,No Whip,473 mL,350,6.0,4.5,0.0,10,230,61,0,58,14.0,0.2,0.02,0.45,0.0,150.0,hot,Non Vegan
White Chocolate Mocha,Grande,Espresso,Nonfat,Whip,473 mL,420,13.0,9.0,0.2,35,240,63,0,60,15.0,0.25,0.02,0.45,0.0,150.0,hot,Non Vegan
White Chocolate Mocha,Grande,Espresso,Whole,No Whip,473 mL,400,11.0,7.0,0.2,30,240,60,0,58,14.0,0.15,0.02,0.45,0.0,150.0,hot,Non Vegan
White Chocolate Mocha,Grande,Espresso,Whole,Whip,473 mL,470,18.0,12.0,0.4,55,250,62,0,59,14.0,0.25,0.02,0.45,0.0,150.0,hot,Non Vegan
White Chocolate Mocha,Grande,Espresso,Whole,No Whip,473 mL,430,15.0,10.0,0.3,35,230,60,0,58,14.0,0.15,0.02,0.4,0.0,150.0,hot,Non Vegan
White Chocolate Mocha,Grande,Espresso,Whole,Whip,473 mL,500,22.0,14.0,0.5,60,240,62,0,59,14.0,0.2,0.02,0.45,0.0,150.0,hot,Non Vegan
White Chocolate Mocha,Grande,Espresso,Soy,No Whip,473 mL,360,10.0,5.0,0.0,5,210,55,1,51,12.0,0.1,0.02,0.45,0.15,150.0,hot,Vegan
White Chocolate Mocha,Grande,Espresso,Soy,Whip,473 mL,430,17.0,10.0,0.2,30,220,57,1,52,13.0,0.2,0.02,0.45,0.15,150.0,hot,Vegan
White Chocolate Mocha,Grande,Espresso,Coconut,No Whip,473 mL,350,12.0,11.0,0.0,5,230,56,0,54,5.0,0.0,0.02,0.1,0.0,150.0,hot,Vegan
White Chocolate Mocha,Grande,Espresso,Coconut,Whip,473 mL,420,19.0,15.0,0.2,30,230,58,0,56,6.0,0.08,0.02,0.15,0.0,150.0,hot,Vegan
White Chocolate Mocha,Venti®,Espresso,Nonfat,No Whip,591 mL,440,7.0,6.0,0.0,15,300,77,0,74,18.0,0.25,0.02,0.6,0.02,150.0,hot,Non Vegan
White Chocolate Mocha,Venti®,Espresso,Nonfat,Whip,591 mL,510,14.0,10.0,0.2,40,300,79,0,76,19.0,0.3,0.02,0.6,0.02,150.0,hot,Non Vegan
White Chocolate Mocha,Venti®,Espresso,Whole,No Whip,591 mL,500,15.0,10.0,0.2,35,320,76,0,74,18.0,0.2,0.04,0.6,0.0,150.0,hot,Non Vegan
White Chocolate Mocha,Venti®,Espresso,Whole,Whip,591 mL,580,22.0,14.0,0.4,65,320,78,0,75,19.0,0.3,0.04,0.6,0.02,150.0,hot,Non Vegan
White Chocolate Mocha,Venti®,Espresso,Whole,No Whip,591 mL,550,20.0,13.0,0.4,45,300,76,0,74,18.0,0.2,0.02,0.6,0.02,150.0,hot,Non Vegan
White Chocolate Mocha,Venti®,Espresso,Whole,Whip,591 mL,620,27.0,17.0,0.5,70,310,78,0,75,18.0,0.25,0.02,0.6,0.02,150.0,hot,Non Vegan
White Chocolate Mocha,Venti®,Espresso,Soy,No Whip,591 mL,460,13.0,6.0,0.0,5,270,69,1,64,16.0,0.15,0.02,0.6,0.2,150.0,hot,Vegan
White Chocolate Mocha,Venti®,Espresso,Soy,Whip,591 mL,530,20.0,11.0,0.2,30,280,71,1,65,16.0,0.25,0.02,0.6,0.2,150.0,hot,Vegan
White Chocolate Mocha,Venti®,Espresso,Coconut,No Whip,591 mL,450,16.0,14.0,0.0,5,290,71,0,68,6.0,0.0,0.02,0.15,0.0,150.0,hot,Vegan
White Chocolate Mocha,Venti®,Espresso,Coconut,Whip,591 mL,520,23.0,18.0,0.2,30,300,73,0,70,7.0,0.08,0.02,0.15,0.0,150.0,hot,Vegan
Iced White Chocolate Mocha,Tall,Espresso,Nonfat,No Whip,354 mL,230,4.5,3.5,0.0,5,135,41,0,40,8.0,0.08,0.02,0.25,0.0,75.0,cold,Non Vegan
Iced White Chocolate Mocha,Tall,Espresso,Nonfat,Whip,354 mL,310,12.0,8.0,0.2,35,150,43,0,41,8.0,0.15,0.02,0.25,0.0,75.0,cold,Non Vegan
Iced White Chocolate Mocha,Tall,Espresso,Whole,No Whip,354 mL,250,7.0,5.0,0.1,15,140,41,0,39,8.0,0.08,0.02,0.25,0.0,75.0,cold,Non Vegan
Iced White Chocolate Mocha,Tall,Espresso,Whole,Whip,354 mL,330,15.0,10.0,0.3,45,150,43,0,41,8.0,0.15,0.02,0.25,0.0,75.0,cold,Non Vegan
Iced White Chocolate Mocha,Tall,Espresso,Whole,No Whip,354 mL,270,9.0,6.0,0.1,15,140,41,0,39,7.0,0.06,0.02,0.25,0.0,75.0,cold,Non Vegan
Iced White Chocolate Mocha,Tall,Espresso,Whole,Whip,354 mL,350,17.0,11.0,0.4,45,150,43,0,41,8.0,0.15,0.02,0.25,0.0,75.0,cold,Non Vegan
Iced White Chocolate Mocha,Tall,Espresso,Soy,No Whip,354 mL,240,6.0,3.5,0.0,5,130,38,1,36,7.0,0.06,0.02,0.25,0.08,75.0,cold,Vegan
Iced White Chocolate Mocha,Tall,Espresso,Soy,Whip,354 mL,320,14.0,9.0,0.2,35,140,41,1,38,7.0,0.15,0.02,0.25,0.08,75.0,cold,Vegan
Iced White Chocolate Mocha,Tall,Espresso,Coconut,No Whip,354 mL,230,7.0,6.0,0.0,5,135,39,0,37,3.0,0.0,0.02,0.1,0.0,75.0,cold,Vegan
Iced White Chocolate Mocha,Tall,Espresso,Coconut,Whip,354 mL,310,15.0,11.0,0.2,35,140,41,0,39,4.0,0.1,0.02,0.1,0.0,75.0,cold,Vegan
Iced White Chocolate Mocha,Grande,Espresso,Nonfat,No Whip,473 mL,310,6.0,4.5,0.0,10,170,54,0,52,10.0,0.1,0.02,0.3,0.0,150.0,cold,Non Vegan
Iced White Chocolate Mocha,Grande,Espresso,Nonfat,Whip,473 mL,420,17.0,12.0,0.3,50,190,58,0,55,11.0,0.25,0.02,0.35,0.0,150.0,cold,Non Vegan
Iced White Chocolate Mocha,Grande,Espresso,Whole,No Whip,473 mL,330,9.0,6.0,0.1,20,180,54,0,52,10.0,0.1,0.02,0.3,0.0,150.0,cold,Non Vegan
Iced White Chocolate Mocha,Grande,Espresso,Whole,Whip,473 mL,450,20.0,13.0,0.4,60,200,57,0,54,11.0,0.2,0.02,0.3,0.0,150.0,cold,Non Vegan
Iced White Chocolate Mocha,Grande,Espresso,Whole,No Whip,473 mL,350,11.0,8.0,0.2,20,180,54,0,52,10.0,0.08,0.02,0.3,0.0,150.0,cold,Non Vegan
Iced White Chocolate Mocha,Grande,Espresso,Whole,Whip,473 mL,470,22.0,15.0,0.5,65,190,57,0,54,10.0,0.2,0.02,0.3,0.0,150.0,cold,Non Vegan
Iced White Chocolate Mocha,Grande,Espresso,Soy,No Whip,473 mL,320,8.0,5.0,0.0,5,170,51,1,48,9.0,0.06,0.02,0.3,0.1,150.0,cold,Vegan
Iced White Chocolate Mocha,Grande,Espresso,Soy,Whip,473 mL,430,19.0,12.0,0.3,45,180,55,1,50,10.0,0.2,0.02,0.35,0.1,150.0,cold,Vegan
Iced White Chocolate Mocha,Grande,Espresso,Coconut,No Whip,473 mL,310,9.0,8.0,0.0,5,170,52,0,49,5.0,0.0,0.02,0.1,0.0,150.0,cold,Vegan
Iced White Chocolate Mocha,Grande,Espresso,Coconut,Whip,473 mL,420,20.0,15.0,0.3,45,180,55,0,52,5.0,0.15,0.02,0.15,0.0,150.0,cold,Vegan
Iced White Chocolate Mocha,Venti®,Espresso,Nonfat,No Whip,709 mL,450,9.0,7.0,0.0,10,260,81,0,77,14.0,0.15,0.02,0.45,0.0,225.0,cold,Non Vegan
Iced White Chocolate Mocha,Venti®,Espresso,Nonfat,Whip,709 mL,570,20.0,14.0,0.3,55,270,84,0,80,15.0,0.25,0.02,0.45,0.02,225.0,cold,Non Vegan
Iced White Chocolate Mocha,Venti®,Espresso,Whole,No Whip,709 mL,490,13.0,9.0,0.1,25,270,80,0,77,14.0,0.15,0.04,0.45,0.0,225.0,cold,Non Vegan
Iced White Chocolate Mocha,Venti®,Espresso,Whole,Whip,709 mL,600,24.0,16.0,0.5,65,280,84,0,79,15.0,0.25,0.04,0.45,0.0,225.0,cold,Non Vegan
Iced White Chocolate Mocha,Venti®,Espresso,Whole,No Whip,709 mL,520,16.0,11.0,0.2,30,260,80,0,77,14.0,0.1,0.02,0.4,0.0,225.0,cold,Non Vegan
Iced White Chocolate Mocha,Venti®,Espresso,Whole,Whip,709 mL,630,27.0,18.0,0.5,70,270,84,0,79,15.0,0.25,0.02,0.45,0.02,225.0,cold,Non Vegan
Iced White Chocolate Mocha,Venti®,Espresso,Soy,No Whip,709 mL,470,12.0,7.0,0.0,10,250,77,1,71,13.0,0.1,0.02,0.45,0.1,225.0,cold,Vegan
Iced White Chocolate Mocha,Venti®,Espresso,Soy,Whip,709 mL,580,23.0,14.0,0.3,50,260,80,1,74,14.0,0.2,0.02,0.45,0.1,225.0,cold,Vegan
Iced White Chocolate Mocha,Venti®,Espresso,Coconut,No Whip,709 mL,450,13.0,12.0,0.0,10,250,77,0,73,7.0,0.0,0.02,0.2,0.0,225.0,cold,Vegan
Iced White Chocolate Mocha,Venti®,Espresso,Coconut,Whip,709 mL,570,25.0,19.0,0.3,50,260,80,0,76,8.0,0.15,0.02,0.2,0.0,225.0,cold,Vegan
Iced Black Tea,Tall,Tea,No Milk,,354 mL,60,0.0,0.0,0.0,0,5,15,0,15,0.0,0.0,0.0,0.0,0.0,22.5,cold,Vegan
Iced Black Tea,Grande,Tea,No Milk,,473 mL,80,0.0,0.0,0.0,0,10,20,0,20,0.0,0.0,0.0,0.0,0.0,27.5,cold,Vegan
Iced Black Tea,Venti®,Tea,No Milk,,709 mL,120,0.0,0.0,0.0,0,15,30,0,30,0.0,0.0,0.0,0.02,0.0,42.5,cold,Vegan
Iced Black Tea Lemonade,Tall,Tea,No Milk,,354 mL,90,0.0,0.0,0.0,0,5,24,0,24,0.1,0.0,0.1,0.0,0.0,22.5,cold,Vegan
Iced Black Tea Lemonade,Grande,Tea,No Milk,,473 mL,120,0.0,0.0,0.0,0,5,32,0,32,0.1,0.0,0.15,0.0,0.0,27.5,cold,Vegan
Iced Black Tea Lemonade,Venti®,Tea,No Milk,,709 mL,190,0.0,0.0,0.0,0,10,48,0,47,0.1,0.0,0.2,0.02,0.0,42.5,cold,Vegan
Chai Tea Latte,Short,Tea,Nonfat,,236 mL,100,0.1,0.1,0.0,0,50,22,0,21,4.0,0.06,0.0,0.1,0.0,50.0,hot,Non Vegan
Chai Tea Latte,Short,Tea,Whole,,236 mL,120,2.0,1.0,0.1,10,55,22,0,21,4.0,0.06,0.0,0.1,0.0,50.0,hot,Non Vegan
Chai Tea Latte,Short,Tea,Whole,,236 mL,130,3.5,2.0,0.1,10,55,22,0,21,4.0,0.06,0.0,0.1,0.0,50.0,hot,Non Vegan
Chai Tea Latte,Short,Tea,Soy,,236 mL,110,1.5,0.2,0.0,0,45,20,0,18,3.0,0.04,0.0,0.1,0.06,50.0,hot,Vegan
Chai Tea Latte,Short,Tea,Coconut,,236 mL,100,2.5,2.5,0.0,0,50,21,0,19,1.0,0.0,0.0,0.0,0.0,50.0,hot,Vegan
Chai Tea Latte,Tall,Tea,Nonfat,,354 mL,160,0.2,0.1,0.0,5,80,34,0,32,6.0,0.1,0.0,0.2,0.02,70.0,hot,Non Vegan
Chai Tea Latte,Tall,Tea,Whole,,354 mL,190,3.5,1.5,0.1,15,90,34,0,32,6.0,0.1,0.0,0.2,0.02,70.0,hot,Non Vegan
Chai Tea Latte,Tall,Tea,Whole,,354 mL,200,6.0,3.0,0.2,15,80,34,0,32,6.0,0.08,0.0,0.2,0.02,70.0,hot,Non Vegan
Chai Tea Latte,Tall,Tea,Soy,,354 mL,160,2.5,0.3,0.0,0,70,31,1,28,5.0,0.06,0.0,0.2,0.1,70.0,hot,Vegan
Chai Tea Latte,Tall,Tea,Coconut,,354 mL,160,3.5,3.5,0.0,0,75,31,0,29,1.0,0.0,0.0,0.0,0.02,70.0,hot,Vegan
Chai Tea Latte,Grande,Tea,Nonfat,,473 mL,210,0.2,0.1,0.0,5,105,45,0,43,8.0,0.15,0.0,0.25,0.02,95.0,hot,Non Vegan
Chai Tea Latte,Grande,Tea,Whole,,473 mL,240,4.5,2.0,0.1,20,115,45,0,42,8.0,0.1,0.0,0.25,0.02,95.0,hot,Non Vegan
Chai Tea Latte,Grande,Tea,Whole,,473 mL,270,7.0,4.0,0.2,20,105,45,0,42,7.0,0.1,0.0,0.25,0.02,95.0,hot,Non Vegan
Chai Tea Latte,Grande,Tea,Soy,,473 mL,220,3.5,0.4,0.0,0,90,41,1,37,6.0,0.08,0.0,0.25,0.1,95.0,hot,Vegan
Chai Tea Latte,Grande,Tea,Coconut,,473 mL,210,4.5,4.5,0.0,0,95,41,0,39,1.0,0.0,0.0,0.0,0.02,95.0,hot,Vegan
Chai Tea Latte,Venti®,Tea,Nonfat,,591 mL,260,0.3,0.2,0.0,5,135,57,0,54,10.0,0.15,0.0,0.35,0.02,120.0,hot,Non Vegan
Chai Tea Latte,Venti®,Tea,Whole,,591 mL,310,6.0,3.0,0.2,25,150,56,0,53,10.0,0.15,0.02,0.3,0.02,120.0,hot,Non Vegan
Chai Tea Latte,Venti®,Tea,Whole,,591 mL,340,9.0,5.0,0.3,30,135,56,0,53,10.0,0.15,0.0,0.3,0.02,120.0,hot,Non Vegan
Chai Tea Latte,Venti®,Tea,Soy,,591 mL,280,4.5,0.5,0.0,0,115,51,1,46,8.0,0.1,0.0,0.3,0.15,120.0,hot,Vegan
Chai Tea Latte,Venti®,Tea,Coconut,,591 mL,260,6.0,6.0,0.0,0,120,52,0,48,1.0,0.0,0.0,0.0,0.02,120.0,hot,Vegan
Iced Chai Tea Latte,Tall,Tea,Nonfat,,354 mL,150,0.2,0.1,0.0,5,75,33,0,31,6.0,0.1,0.0,0.2,0.02,70.0,cold,Non Vegan
Iced Chai Tea Latte,Tall,Tea,Whole,,354 mL,180,3.0,1.5,0.1,10,80,33,0,31,5.0,0.08,0.0,0.15,0.02,70.0,cold,Non Vegan
Iced Chai Tea Latte,Tall,Tea,Whole,,354 mL,190,5.0,3.0,0.1,15,75,33,0,31,5.0,0.08,0.0,0.15,0.02,70.0,cold,Non Vegan
Iced Chai Tea Latte,Tall,Tea,Soy,,354 mL,160,2.5,0.3,0.0,0,70,30,1,27,5.0,0.06,0.0,0.2,0.08,70.0,cold,Vegan
Iced Chai Tea Latte,Tall,Tea,Coconut,,354 mL,150,3.5,3.0,0.0,0,70,31,0,29,1.0,0.0,0.0,0.0,0.02,70.0,cold,Vegan
Iced Chai Tea Latte,Grande,Tea,Nonfat,,473 mL,200,0.2,0.1,0.0,5,100,44,0,42,8.0,0.15,0.0,0.25,0.02,95.0,cold,Non Vegan
Iced Chai Tea Latte,Grande,Tea,Whole,,473 mL,240,4.0,2.0,0.1,15,110,44,0,42,7.0,0.1,0.0,0.25,0.02,95.0,cold,Non Vegan
Iced Chai Tea Latte,Grande,Tea,Whole,,473 mL,260,7.0,4.0,0.2,20,105,44,0,42,7.0,0.1,0.0,0.2,0.02,95.0,cold,Non Vegan
Iced Chai Tea Latte,Grande,Tea,Soy,,473 mL,220,3.5,0.4,0.0,0,90,41,1,37,6.0,0.08,0.0,0.25,0.1,95.0,cold,Vegan
Iced Chai Tea Latte,Grande,Tea,Coconut,,473 mL,200,4.5,4.5,0.0,0,95,41,0,38,1.0,0.0,0.0,0.0,0.02,95.0,cold,Vegan
Iced Chai Tea Latte,Venti®,Tea,Nonfat,,709 mL,300,0.3,0.2,0.0,5,140,65,0,62,11.0,0.2,0.0,0.35,0.02,145.0,cold,Non Vegan
Iced Chai Tea Latte,Venti®,Tea,Whole,,709 mL,350,6.0,3.0,0.2,25,160,65,0,61,10.0,0.15,0.02,0.35,0.02,145.0,cold,Non Vegan
Iced Chai Tea Latte,Venti®,Tea,Whole,,709 mL,380,9.0,5.0,0.3,30,140,65,0,61,10.0,0.15,0.0,0.3,0.02,145.0,cold,Non Vegan
Iced Chai Tea Latte,Venti®,Tea,Soy,,709 mL,320,4.5,0.5,0.0,0,130,60,1,55,9.0,0.1,0.0,0.35,0.15,145.0,cold,Vegan
