Beverage,Size,Beverage Category,Milk,Whip,Serving Size,Calories,Total Fat (g),Saturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Total Carbohydrates (g),Dietary Fiber (g),Sugar (g),Protein (g),Vitamin A (%DV),Vitamin C (%DV),Calcium (%DV),Iron (%DV),Caffeine (mg),hot_cold,Vegan
Brewed Coffee - Dark Roast,Short,Coffee,No Milk,,236 mL,3,0.1,0.0,0.0,0,5,0,0,0,0.3,0.0,0.0,0.0,0.0,130.0,hot,Vegan
Brewed Coffee - Dark Roast,Tall,Coffee,No Milk,,354 mL,4,0.1,0.0,0.0,0,10,0,0,0,0.5,0.0,0.0,0.0,0.0,193.0,hot,Vegan
Brewed Coffee - Dark Roast,Grande,Coffee,No Milk,,473 mL,5,0.1,0.0,0.0,0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,260.0,hot,Vegan
Brewed Coffee - Dark Roast,Venti®,Coffee,No Milk,,591 mL,5,0.1,0.0,0.0,0,10,0,0,0,1.0,0.0,0.0,0.02,0.0,340.0,hot,Vegan
Brewed Coffee Traveler - Dark Roast,Short,Coffee,No Milk,,236 mL,3,0.1,0.0,0.0,0,5,0,0,0,0.3,0.0,0.0,0.0,0.0,130.0,hot,Vegan
Brewed Coffee - Decaf Pike Place® Roast,Short,Coffee,No Milk,,236 mL,3,0.1,0.0,0.0,0,5,0,0,0,0.3,0.0,0.0,0.0,0.0,15.0,hot,Vegan
Brewed Coffee - Decaf Pike Place® Roast,Tall,Coffee,No Milk,,354 mL,4,0.1,0.0,0.0,0,10,0,0,0,0.5,0.0,0.0,0.0,0.0,20.0,hot,Vegan
Brewed Coffee - Decaf Pike Place® Roast,Grande,Coffee,No Milk,,473 mL,5,0.1,0.0,0.0,0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,25.0,hot,Vegan
Brewed Coffee - Decaf Pike Place® Roast,Venti®,Coffee,No Milk,,591 mL,5,0.1,0.0,0.0,0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,30.0,hot,Vegan
Brewed Coffee Traveler - Decaf Pike Place® Roast,Short,Coffee,No Milk,,236 mL,3,0.1,0.0,0.0,0,5,0,0,0,0.3,0.0,0.0,0.0,0.0,15.0,hot,Vegan
Brewed Coffee - Medium Roast,Short,Coffee,No Milk,,236 mL,3,0.1,0.0,0.0,0,5,0,0,0,0.3,0.0,0.0,0.0,0.0,155.0,hot,Vegan
Brewed Coffee - Medium Roast,Tall,Coffee,No Milk,,354 mL,4,0.1,0.0,0.0,0,10,0,0,0,0.5,0.0,0.0,0.0,0.0,235.0,hot,Vegan
Brewed Coffee - Medium Roast,Grande,Coffee,No Milk,,473 mL,5,0.1,0.0,0.0,0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,310.0,hot,Vegan
Brewed Coffee - Medium Roast,Venti®,Coffee,No Milk,,591 mL,5,0.1,0.0,0.0,0,10,0,0,0,1.0,0.0,0.0,0.02,0.0,410.0,hot,Vegan
Brewed Coffee Traveler - Medium Roast,Short,Coffee,No Milk,,236 mL,3,0.1,0.0,0.0,0,5,0,0,0,0.3,0.0,0.0,0.0,0.0,155.0,hot,Vegan
Brewed Coffee - True North Blend Blonde Roast,Short,Coffee,No Milk,,236 mL,3,0.1,0.0,0.0,0,5,0,0,0,0.3,0.0,0.0,0.0,0.0,180.0,hot,Vegan
Brewed Coffee - True North Blend Blonde Roast,Tall,Coffee,No Milk,,354 mL,4,0.1,0.0,0.0,0,10,0,0,0,0.5,0.0,0.0,0.0,0.0,270.0,hot,Vegan
Brewed Coffee - True North Blend Blonde Roast,Grande,Coffee,No Milk,,473 mL,5,0.1,0.0,0.0,0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,360.0,hot,Vegan
Brewed Coffee - True North Blend Blonde Roast,Venti®,Coffee,No Milk,,591 mL,5,0.1,0.0,0.0,0,10,0,0,0,1.0,0.0,0.0,0.02,0.0,475.0,hot,Vegan
Brewed Coffee Traveler - True North Blend Blonde Roast,Short,Coffee,No Milk,,236 mL,3,0.1,0.0,0.0,0,5,0,0,0,0.3,0.0,0.0,0.0,0.0,180.0,hot,Vegan
Caffè Misto,Short,Coffee,Nonfat,,236 mL,35,0.1,0.1,0.0,0,45,5,0,5,4.0,0.06,0.0,0.1,0.0,75.0,hot,Non Vegan
Caffè Misto,Short,Coffee,Whole,,236 mL,50,2.0,1.0,0.1,10,50,5,0,5,4.0,0.06,0.0,0.1,0.0,75.0,hot,Non Vegan
Caffè Misto,Short,Coffee,Whole,,236 mL,70,3.5,2.0,0.1,10,50,5,0,5,3.0,0.04,0.0,0.1,0.0,75.0,hot,Non Vegan
Caffè Misto,Short,Coffee,Soy,,236 mL,40,1.5,0.2,0.0,0,40,3,0,2,3.0,0.04,0.0,0.1,0.06,75.0,hot,Vegan
Caffè Misto,Short,Coffee,Coconut,,236 mL,40,2.5,2.5,0.0,0,45,4,0,3,0.4,0.0,0.0,0.0,0.0,75.0,hot,Vegan
Caffè Misto,Tall,Coffee,Nonfat,,354 mL,60,0.2,0.1,0.0,5,70,8,0,8,6.0,0.1,0.0,0.2,0.0,115.0,hot,Non Vegan
Caffè Misto,Tall,Coffee,Whole,,354 mL,80,3.0,1.5,0.1,15,80,8,0,8,5.0,0.08,0.0,0.2,0.0,115.0,hot,Non Vegan
Caffè Misto,Tall,Coffee,Whole,,354 mL,100,5.0,3.0,0.2,15,70,8,0,8,5.0,0.08,0.0,0.15,0.0,115.0,hot,Non Vegan
Caffè Misto,Tall,Coffee,Soy,,354 mL,60,2.5,0.3,0.0,0,60,5,1,4,4.0,0.06,0.0,0.2,0.08,115.0,hot,Vegan
Caffè Misto,Tall,Coffee,Coconut,,354 mL,60,3.5,3.5,0.0,0,70,6,0,5,1.0,0.0,0.0,0.0,0.0,115.0,hot,Vegan
Caffè Misto,Grande,Coffee,Nonfat,,473 mL,70,0.2,0.1,0.0,5,90,10,0,10,7.0,0.15,0.0,0.25,0.0,150.0,hot,Non Vegan
Caffè Misto,Grande,Coffee,Whole,,473 mL,110,4.0,2.0,0.1,15,100,10,0,10,7.0,0.1,0.0,0.25,0.0,150.0,hot,Non Vegan
Caffè Misto,Grande,Coffee,Whole,,473 mL,130,7.0,4.0,0.2,20,95,10,0,10,7.0,0.1,0.0,0.2,0.0,150.0,hot,Non Vegan
Caffè Misto,Grande,Coffee,Soy,,473 mL,80,3.0,0.4,0.0,0,80,6,1,5,6.0,0.08,0.0,0.25,0.1,150.0,hot,Vegan
Caffè Misto,Grande,Coffee,Coconut,,473 mL,70,4.5,4.5,0.0,0,90,7,0,7,1.0,0.0,0.0,0.0,0.0,150.0,hot,Vegan
Caffè Misto,Venti®,Coffee,Nonfat,,591 mL,90,0.3,0.2,0.0,5,115,13,0,13,9.0,0.15,0.0,0.3,0.0,195.0,hot,Non Vegan
Caffè Misto,Venti®,Coffee,Whole,,591 mL,130,5.0,2.5,0.2,20,130,13,0,13,9.0,0.15,0.0,0.3,0.0,195.0,hot,Non Vegan
Caffè Misto,Venti®,Coffee,Whole,,591 mL,160,9.0,5.0,0.3,25,120,13,0,13,9.0,0.1,0.0,0.25,0.0,195.0,hot,Non Vegan
Caffè Misto,Venti®,Coffee,Soy,,591 mL,100,4.0,0.5,0.0,0,100,8,1,6,7.0,0.1,0.0,0.3,0.15,195.0,hot,Vegan
Caffè Misto,Venti®,Coffee,Coconut,,591 mL,80,5.0,4.5,0.0,0,90,7,0,7,1.0,0.0,0.0,0.0,0.0,195.0,hot,Vegan
Clover® Brewed Coffee - Dark Roast,Short,Coffee,No Milk,,236 mL,10,0.0,0.0,0.0,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,190.0,hot,Vegan
Clover® Brewed Coffee - Dark Roast,Tall,Coffee,No Milk,,354 mL,10,0.0,0.0,0.0,0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,280.0,hot,Vegan
Clover® Brewed Coffee - Dark Roast,Grande,Coffee,No Milk,,473 mL,10,0.0,0.0,0.0,0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,380.0,hot,Vegan
Clover® Brewed Coffee - Dark Roast,Venti®,Coffee,No Milk,,591 mL,10,0.0,0.0,0.0,0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,470.0,hot,Vegan
Clover® Brewed Coffee - Light Roast,Short,Coffee,No Milk,,236 mL,10,0.0,0.0,0.0,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,155.0,hot,Vegan
Clover® Brewed Coffee - Light Roast,Tall,Coffee,No Milk,,354 mL,10,0.0,0.0,0.0,0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,255.0,hot,Vegan
Clover® Brewed Coffee - Light Roast,Grande,Coffee,No Milk,,473 mL,10,0.0,0.0,0.0,0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,340.0,hot,Vegan
Clover® Brewed Coffee - Light Roast,Venti®,Coffee,No Milk,,591 mL,10,0.0,0.0,0.0,0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,425.0,hot,Vegan
Clover® Brewed Coffee - Medium Roast,Short,Coffee,No Milk,,236 mL,10,0.0,0.0,0.0,0,5,0,0,0,0.0,0.0,0.0,0.0,0.0,170.0,hot,Vegan
Clover® Brewed Coffee - Medium Roast,Tall,Coffee,No Milk,,354 mL,10,0.0,0.0,0.0,0,10,0,0,0,0.0,0.0,0.0,0.0,0.0,280.0,hot,Vegan
Clover® Brewed Coffee - Medium Roast,Grande,Coffee,No Milk,,473 mL,10,0.0,0.0,0.0,0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,375.0,hot,Vegan
Clover® Brewed Coffee - Medium Roast,Venti®,Coffee,No Milk,,591 mL,10,0.0,0.0,0.0,0,10,0,0,0,1.0,0.0,0.0,0.0,0.0,445.0,hot,Vegan
Iced Coffee,Tall,Coffee,No Milk,,354 mL,60,0.0,0.0,0.0,0,10,15,0,15,0.2,0.0,0.0,0.0,0.0,120.0,cold,Vegan
Iced Coffee,Grande,Coffee,No Milk,,473 mL,80,0.1,0.0,0.0,0,10,20,0,20,0.3,0.0,0.0,0.02,0.0,165.0,cold,Vegan
Iced Coffee,Venti®,Coffee,No Milk,,709 mL,120,0.1,0.0,0.0,0,15,30,0,30,0.4,0.0,0.0,0.02,0.0,235.0,cold,Vegan
Iced Coffee with Milk,Tall,Coffee,Nonfat,,354 mL,80,0.1,0.0,0.0,0,30,17,0,17,2.0,0.02,0.0,0.06,0.0,90.0,cold,Non Vegan
Iced Coffee with Milk,Tall,Coffee,Whole,,354 mL,80,1.0,0.5,0.0,5,30,17,0,17,2.0,0.02,0.0,0.06,0.0,90.0,cold,Non Vegan
Iced Coffee with Milk,Tall,Coffee,Whole,,354 mL,90,1.5,1.0,0.0,5,30,17,0,17,2.0,0.02,0.0,0.06,0.0,90.0,cold,Non Vegan
Iced Coffee with Milk,Tall,Coffee,Soy,,354 mL,80,1.0,0.1,0.0,0,25,16,0,16,2.0,0.02,0.0,0.06,0.02,90.0,cold,Vegan
Iced Coffee with Milk,Tall,Coffee,Coconut,,354 mL,80,1.0,1.0,0.0,0,25,17,0,16,0.3,0.0,0.0,0.0,0.0,110.0,cold,Vegan
Iced Coffee with Milk,Grande,Coffee,Nonfat,,473 mL,100,0.1,0.0,0.0,0,35,23,0,23,2.0,0.04,0.0,0.08,0.0,125.0,cold,Non Vegan
Iced Coffee with Milk,Grande,Coffee,Whole,,473 mL,110,1.5,1.0,0.1,5,40,23,0,23,2.0,0.04,0.0,0.08,0.0,125.0,cold,Non Vegan
Iced Coffee with Milk,Grande,Coffee,Whole,,473 mL,120,2.0,1.0,0.1,5,35,23,0,23,2.0,0.02,0.0,0.08,0.0,125.0,cold,Non Vegan
Iced Coffee with Milk,Grande,Coffee,Soy,,473 mL,110,1.0,0.1,0.0,0,35,22,0,21,2.0,0.02,0.0,0.08,0.04,125.0,cold,Vegan
Iced Coffee with Milk,Grande,Coffee,Coconut,,473 mL,100,1.5,1.5,0.0,0,35,22,0,22,0.4,0.0,0.0,0.0,0.0,150.0,cold,Vegan
Iced Coffee with Milk,Venti®,Coffee,Nonfat,,709 mL,160,0.1,0.1,0.0,0,60,35,0,35,4.0,0.06,0.0,0.15,0.0,170.0,cold,Non Vegan
Iced Coffee with Milk,Venti®,Coffee,Whole,,709 mL,170,2.0,1.5,0.1,10,65,35,0,35,4.0,0.06,0.0,0.15,0.0,170.0,cold,Non Vegan
Iced Coffee with Milk,Venti®,Coffee,Whole,,709 mL,190,3.5,2.0,0.1,10,60,35,0,35,4.0,0.04,0.0,0.1,0.0,170.0,cold,Non Vegan
Iced Coffee with Milk,Venti®,Coffee,Soy,,709 mL,160,1.5,0.2,0.0,0,55,33,0,32,3.0,0.04,0.0,0.15,0.06,170.0,cold,Vegan
Iced Coffee with Milk,Venti®,Coffee,Coconut,,709 mL,160,2.5,2.0,0.0,0,55,33,0,33,1.0,0.0,0.0,0.02,0.0,205.0,cold,Vegan
Cold Brewed Coffee,Tall,Coffee,No Milk,,354 mL,2,0.0,0.0,0.0,0,10,0,0,0,0.1,0.0,0.0,0.0,0.0,150.0,cold,Vegan
Cold Brewed Coffee,Grande,Coffee,No Milk,,473 mL,3,0.0,0.0,0.0,0,15,0,0,0,0.2,0.0,0.0,0.02,0.0,200.0,cold,Vegan
Cold Brewed Coffee,Venti®,Coffee,No Milk,,709 mL,4,0.0,0.0,0.0,0,20,0,0,0,0.3,0.0,0.0,0.02,0.0,300.0,cold,Vegan
Vanilla Sweet Cream Cold Brew,Tall,Coffee,No Milk,,354 mL,100,6.0,3.5,0.2,20,20,12,0,12,1.0,0.06,0.0,0.02,0.0,140.0,cold,Vegan
Vanilla Sweet Cream Cold Brew,Grande,Coffee,No Milk,,473 mL,110,6.0,3.5,0.2,20,25,14,0,14,1.0,0.06,0.0,0.04,0.0,185.0,cold,Vegan
Vanilla Sweet Cream Cold Brew,Venti®,Coffee,No Milk,,709 mL,200,11.0,7.0,0.3,40,40,24,0,24,1.0,0.15,0.0,0.06,0.0,275.0,cold,Vegan
Caffè Americano,Short,Espresso,No Milk,,236 mL,5,0.0,0.0,0.0,0,5,1,0,0,0.0,0.0,0.0,0.0,0.0,75.0,hot,Vegan
Caffè Americano,Tall,Espresso,No Milk,,354 mL,10,0.0,0.0,0.0,0,10,2,0,0,1.0,0.0,0.0,0.02,0.0,150.0,hot,Vegan
Caffè Americano,Grande,Espresso,No Milk,,473 mL,15,0.0,0.0,0.0,0,15,3,0,0,1.0,0.0,0.0,0.02,0.0,225.0,hot,Vegan
Caffè Americano,Venti®,Espresso,No Milk,,591 mL,25,0.0,0.0,0.0,0,15,4,0,0,1.0,0.0,0.0,0.02,0.0,300.0,hot,Vegan
Iced Caffè Americano,Tall,Espresso,No Milk,,354 mL,10,0.0,0.0,0.0,0,10,2,0,0,1.0,0.0,0.0,0.02,0.0,150.0,cold,Vegan
Iced Caffè Americano,Grande,Espresso,No Milk,,473 mL,15,0.0,0.0,0.0,0,15,3,0,0,1.0,0.0,0.0,0.02,0.0,225.0,cold,Vegan
Iced Caffè Americano,Venti®,Espresso,No Milk,,709 mL,25,0.0,0.0,0.0,0,20,4,0,0,1.0,0.0,0.0,0.02,0.0,300.0,cold,Vegan
Caffè Latte,Short,Espresso,Nonfat,,236 mL,70,0.1,0.1,0.0,5,75,10,0,9,6.0,0.1,0.0,0.2,0.0,75.0,hot,Non Vegan
Caffè Latte,Short,Espresso,Whole,,236 mL,100,3.5,2.5,0.2,15,85,10,0,9,6.0,0.1,0.0,0.2,0.0,75.0,hot,Non Vegan
Caffè Latte,Short,Espresso,Whole,,236 mL,110,6.0,3.5,0.2,20,75,10,0,9,6.0,0.08,0.0,0.2,0.0,75.0,hot,Non Vegan
Caffè Latte,Short,Espresso,Soy,,236 mL,70,2.5,0.4,0.0,0,65,6,1,4,5.0,0.06,0.0,0.2,0.08,75.0,hot,Vegan
Caffè Latte,Short,Espresso,Coconut,,236 mL,70,4.0,4.0,0.0,0,75,7,0,6,1.0,0.0,0.0,0.0,0.0,75.0,hot,Vegan
Caffè Latte,Tall,Espresso,Nonfat,,354 mL,100,0.2,0.2,0.0,5,120,15,0,14,10.0,0.15,0.0,0.3,0.0,75.0,hot,Non Vegan
Caffè Latte,Tall,Espresso,Whole,,354 mL,150,6.0,3.5,0.2,25,135,15,0,14,10.0,0.15,0.0,0.3,0.0,75.0,hot,Non Vegan
Caffè Latte,Tall,Espresso,Whole,,354 mL,180,9.0,5.0,0.3,30,125,15,0,14,9.0,0.15,0.0,0.3,0.0,75.0,hot,Non Vegan
Caffè Latte,Tall,Espresso,Soy,,354 mL,110,4.5,0.5,0.0,0,105,10,1,6,8.0,0.1,0.0,0.3,0.15,75.0,hot,Vegan
Caffè Latte,Tall,Espresso,Coconut,,354 mL,110,7.0,6.0,0.0,0,120,11,0,10,1.0,0.0,0.0,0.0,0.0,75.0,hot,Vegan
Caffè Latte,Grande,Espresso,Nonfat,,473 mL,130,0.3,0.2,0.0,5,150,19,0,18,13.0,0.2,0.0,0.4,0.0,150.0,hot,Non Vegan
Caffè Latte,Grande,Espresso,Whole,,473 mL,190,7.0,4.5,0.3,30,170,19,0,17,12.0,0.2,0.02,0.4,0.0,150.0,hot,Non Vegan
Caffè Latte,Grande,Espresso,Whole,,473 mL,230,11.0,7.0,0.3,35,150,19,0,17,12.0,0.15,0.0,0.35,0.0,150.0,hot,Non Vegan
Caffè Latte,Grande,Espresso,Soy,,473 mL,150,5.0,0.5,0.0,0,130,13,1,8,10.0,0.15,0.0,0.4,0.15,150.0,hot,Vegan
Caffè Latte,Grande,Espresso,Coconut,,473 mL,140,8.0,8.0,0.0,0,150,14,0,12,1.0,0.0,0.0,0.0,0.0,150.0,hot,Vegan
Caffè Latte,Venti®,Espresso,Nonfat,,591 mL,170,0.4,0.3,0.0,10,190,25,0,23,16.0,0.3,0.0,0.5,0.0,150.0,hot,Non Vegan
Caffè Latte,Venti®,Espresso,Whole,,591 mL,240,9.0,6.0,0.4,35,220,24,0,22,16.0,0.25,0.02,0.5,0.0,150.0,hot,Non Vegan
Caffè Latte,Venti®,Espresso,Whole,,591 mL,290,15.0,9.0,0.5,45,200,24,0,22,15.0,0.2,0.0,0.5,0.0,150.0,hot,Non Vegan
Caffè Latte,Venti®,Espresso,Soy,,591 mL,190,7.0,1.0,0.0,0,170,16,2,11,13.0,0.2,0.0,0.5,0.25,150.0,hot,Vegan
Caffè Latte,Venti®,Espresso,Coconut,,591 mL,170,11.0,10.0,0.0,0,200,18,0,16,2.0,0.0,0.0,0.0,0.0,150.0,hot,Vegan
Iced Caffè Latte,Tall,Espresso,Nonfat,,354 mL,70,0.1,0.1,0.0,5,80,10,0,9,6.0,0.1,0.0,0.2,0.0,75.0,cold,Non Vegan
Iced Caffè Latte,Tall,Espresso,Whole,,354 mL,100,3.5,2.0,0.1,15,90,10,0,9,6.0,0.1,0.0,0.2,0.0,75.0,cold,Non Vegan
Iced Caffè Latte,Tall,Espresso,Whole,,354 mL,120,6.0,3.5,0.2,20,85,10,0,9,6.0,0.08,0.0,0.2,0.0,75.0,cold,Non Vegan
Iced Caffè Latte,Tall,Espresso,Soy,,354 mL,80,3.0,0.4,0.0,0,75,7,1,4,5.0,0.08,0.0,0.2,0.1,75.0,cold,Vegan
Iced Caffè Latte,Tall,Espresso,Coconut,,354 mL,70,4.0,4.0,0.0,0,80,7,0,6,1.0,0.0,0.0,0.0,0.0,75.0,cold,Vegan
Iced Caffè Latte,Grande,Espresso,Nonfat,,473 mL,90,0.2,0.1,0.0,5,105,13,0,11,8.0,0.15,0.0,0.25,0.0,150.0,cold,Non Vegan
Iced Caffè Latte,Grande,Espresso,Whole,,473 mL,130,4.5,2.5,0.1,20,115,13,0,11,8.0,0.15,0.0,0.25,0.0,150.0,cold,Non Vegan
Iced Caffè Latte,Grande,Espresso,Whole,,473 mL,150,7.0,4.5,0.2,25,105,13,0,11,8.0,0.1,0.0,0.25,0.0,150.0,cold,Non Vegan
Iced Caffè Latte,Grande,Espresso,Soy,,473 mL,100,3.5,0.5,0.0,0,95,9,1,5,7.0,0.1,0.0,0.25,0.1,150.0,cold,Vegan
Iced Caffè Latte,Grande,Espresso,Coconut,,473 mL,90,5.0,5.0,0.0,0,105,10,0,8,1.0,0.0,0.0,0.0,0.0,150.0,cold,Vegan
Iced Caffè Latte,Venti®,Espresso,Nonfat,,709 mL,130,0.3,0.2,0.0,5,140,19,0,16,12.0,0.2,0.0,0.35,0.0,225.0,cold,Non Vegan
Iced Caffè Latte,Venti®,Espresso,Whole,,709 mL,180,6.0,3.0,0.2,25,160,18,0,15,12.0,0.2,0.02,0.35,0.0,225.0,cold,Non Vegan
Iced Caffè Latte,Venti®,Espresso,Whole,,709 mL,210,10.0,6.0,0.3,30,150,18,0,15,11.0,0.15,0.0,0.35,0.0,225.0,cold,Non Vegan
Iced Caffè Latte,Venti®,Espresso,Soy,,709 mL,150,5.0,0.5,0.0,0,130,13,1,8,10.0,0.15,0.0,0.4,0.15,225.0,cold,Vegan
Iced Caffè Latte,Venti®,Espresso,Coconut,,709 mL,130,7.0,7.0,0.0,0,150,14,0,11,2.0,0.0,0.0,0.02,0.0,225.0,cold,Vegan
Caffè Mocha,Short,Espresso,Nonfat,No Whip,236 mL,120,1.5,1.0,0.0,5,65,21,2,17,7.0,0.08,0.0,0.15,0.15,90.0,hot,Non Vegan
Caffè Mocha,Short,Espresso,Nonfat,Whip,236 mL,180,6.0,4.0,0.2,20,70,23,2,18,7.0,0.15,0.0,0.2,0.15,90.0,hot,Non Vegan
Caffè Mocha,Short,Espresso,Whole,No Whip,236 mL,150,4.0,2.5,0.1,10,70,21,2,17,7.0,0.08,0.0,0.15,0.15,90.0,hot,Non Vegan
Caffè Mocha,Short,Espresso,Whole,Whip,236 mL,200,9.0,6.0,0.3,30,75,22,2,18,7.0,0.15,0.0,0.2,0.15,90.0,hot,Non Vegan
Caffè Mocha,Short,Espresso,Whole,No Whip,236 mL,160,6.0,3.5,0.1,15,65,21,2,17,6.0,0.06,0.0,0.15,0.15,90.0,hot,Non Vegan
Caffè Mocha,Short,Espresso,Whole,Whip,236 mL,210,11.0,7.0,0.3,35,70,22,2,18,7.0,0.15,0.0,0.15,0.15,90.0,hot,Non Vegan
Caffè Mocha,Short,Espresso,Soy,No Whip,236 mL,130,3.5,1.0,0.0,0,55,18,3,13,6.0,0.06,0.0,0.15,0.25,90.0,hot,Vegan
Caffè Mocha,Short,Espresso,Soy,Whip,236 mL,180,9.0,4.0,0.2,20,60,20,3,14,6.0,0.1,0.0,0.2,0.25,90.0,hot,Vegan
Caffè Mocha,Short,Espresso,Coconut,No Whip,236 mL,130,4.5,4.0,0.0,0,65,19,2,15,2.0,0.0,0.0,0.0,0.15,90.0,hot,Vegan
Caffè Mocha,Short,Espresso,Coconut,Whip,236 mL,180,10.0,7.0,0.2,20,70,21,2,16,2.0,0.06,0.0,0.02,0.15,90.0,hot,Vegan
Caffè Mocha,Tall,Espresso,Nonfat,No Whip,354 mL,190,2.0,1.0,0.0,5,100,32,3,27,10.0,0.15,0.0,0.3,0.25,95.0,hot,Non Vegan
Caffè Mocha,Tall,Espresso,Nonfat,Whip,354 mL,250,8.0,5.0,0.2,25,110,34,3,28,11.0,0.2,0.0,0.3,0.25,95.0,hot,Non Vegan
Caffè Mocha,Tall,Espresso,Whole,No Whip,354 mL,230,6.0,4.0,0.2,20,115,32,3,26,10.0,0.15,0.0,0.25,0.25,95.0,hot,Non Vegan
Caffè Mocha,Tall,Espresso,Whole,Whip,354 mL,290,13.0,8.0,0.4,40,120,34,3,28,11.0,0.2,0.02,0.3,0.25,95.0,hot,Non Vegan
Caffè Mocha,Tall,Espresso,Whole,No Whip,354 mL,250,9.0,6.0,0.2,25,105,32,3,26,10.0,0.1,0.0,0.25,0.25,95.0,hot,Non Vegan
Caffè Mocha,Tall,Espresso,Whole,Whip,354 mL,310,16.0,9.0,0.4,45,110,34,3,28,10.0,0.2,0.0,0.25,0.25,95.0,hot,Non Vegan
Caffè Mocha,Tall,Espresso,Soy,No Whip,354 mL,200,5.0,1.5,0.0,0,90,28,4,20,9.0,0.1,0.0,0.25,0.35,95.0,hot,Vegan
Caffè Mocha,Tall,Espresso,Soy,Whip,354 mL,260,11.0,5.0,0.2,25,95,30,4,22,9.0,0.15,0.0,0.3,0.35,95.0,hot,Vegan
Caffè Mocha,Tall,Espresso,Coconut,No Whip,354 mL,190,7.0,6.0,0.0,0,105,29,3,23,3.0,0.0,0.0,0.02,0.25,95.0,hot,Vegan
Caffè Mocha,Tall,Espresso,Coconut,Whip,354 mL,250,13.0,10.0,0.2,25,110,30,3,25,3.0,0.06,0.0,0.02,0.25,95.0,hot,Vegan
Caffè Mocha,Grande,Espresso,Nonfat,No Whip,473 mL,250,2.5,1.5,0.0,5,125,42,4,34,13.0,0.2,0.0,0.35,0.35,175.0,hot,Non Vegan
Caffè Mocha,Grande,Espresso,Nonfat,Whip,473 mL,320,10.0,6.0,0.2,30,135,44,4,36,14.0,0.25,0.0,0.35,0.35,175.0,hot,Non Vegan
Caffè Mocha,Grande,Espresso,Whole,No Whip,473 mL,290,8.0,5.0,0.2,25,140,42,4,34,13.0,0.15,0.02,0.35,0.35,175.0,hot,Non Vegan
Caffè Mocha,Grande,Espresso,Whole,Whip,473 mL,360,15.0,9.0,0.5,50,150,44,4,35,13.0,0.25,0.02,0.35,0.35,175.0,hot,Non Vegan
Caffè Mocha,Grande,Espresso,Whole,No Whip,473 mL,330,12.0,7.0,0.3,30,130,42,4,34,13.0,0.15,0.0,0.3,0.35,175.0,hot,Non Vegan
Caffè Mocha,Grande,Espresso,Whole,Whip,473 mL,400,19.0,11.0,0.5,55,135,44,4,35,13.0,0.2,0.0,0.35,0.35,175.0,hot,Non Vegan
Caffè Mocha,Grande,Espresso,Soy,No Whip,473 mL,260,7.0,2.0,0.0,0,110,37,5,26,11.0,0.1,0.0,0.35,0.5,175.0,hot,Vegan
Caffè Mocha,Grande,Espresso,Soy,Whip,473 mL,330,14.0,6.0,0.2,25,115,39,5,28,12.0,0.2,0.0,0.35,0.5,175.0,hot,Vegan
Caffè Mocha,Grande,Espresso,Coconut,No Whip,473 mL,250,9.0,8.0,0.0,0,130,38,4,30,4.0,0.0,0.0,0.02,0.35,175.0,hot,Vegan
Caffè Mocha,Grande,Espresso,Coconut,Whip,473 mL,320,16.0,12.0,0.2,25,135,40,4,32,4.0,0.08,0.0,0.02,0.35,175.0,hot,Vegan
Caffè Mocha,Venti®,Espresso,Nonfat,No Whip,591 mL,310,3.5,2.0,0.0,10,170,54,5,44,17.0,0.25,0.0,0.45,0.4,185.0,hot,Non Vegan
Caffè Mocha,Venti®,Espresso,Nonfat,Whip,591 mL,390,10.0,6.0,0.2,35,170,56,5,45,18.0,0.3,0.0,0.45,0.4,185.0,hot,Non Vegan
Caffè Mocha,Venti®,Espresso,Whole,No Whip,591 mL,380,11.0,7.0,0.3,30,190,53,5,43,17.0,0.2,0.02,0.45,0.4,185.0,hot,Non Vegan
Caffè Mocha,Venti®,Espresso,Whole,Whip,591 mL,450,18.0,11.0,0.5,55,190,55,5,45,17.0,0.3,0.02,0.45,0.4,185.0,hot,Non Vegan
Caffè Mocha,Venti®,Espresso,Whole,No Whip,591 mL,420,16.0,9.0,0.4,40,170,53,5,43,16.0,0.2,0.0,0.4,0.4,185.0,hot,Non Vegan
Caffè Mocha,Venti®,Espresso,Whole,Whip,591 mL,490,23.0,13.0,0.5,65,180,55,5,45,17.0,0.25,0.0,0.45,0.4,185.0,hot,Non Vegan
Caffè Mocha,Venti®,Espresso,Soy,No Whip,591 mL,330,9.0,2.5,0.0,0,140,46,6,34,15.0,0.15,0.0,0.45,0.6,185.0,hot,Vegan
